PROSPECTID,MARITALSTATUS,EDUCATION,GENDER,last_prod_enq2,first_prod_enq2,time_since_recent_payment,num_times_delinquent,unstructured_data_comment
3099,Divorced,GRADUATE,F,others,P1,25,0,"News article highlights strong Q3 earnings, exceeding expectations. Solid growth expected."
3100,Married,POST-GRADUATE,F,others,P2,30,0,Successful product launch. Company is expanding into new international markets with significant investment.
3101,Married,12TH,F,ConsumerLoan,P2,29,0,Customer's business is stable and has a long history of on-time payments. Diversified portfolio.
3102,Married,12TH,F,others,P2,37,0,"Minor customer complaint regarding service speed, quickly resolved. No broader systemic issues identified."
3103,Single,12TH,F,others,P1,28,0,Excellent market reputation. Strong financial outlook and recent stock price increase.
3104,Married,POST-GRADUATE,M,others,P2,46,1,Employee turnover is high. Negative sentiment on social media regarding company culture and leadership.
3105,Married,POST-GRADUATE,M,others,P1,52,0,New partnership announced with a market leader. Market response is very positive and stock price has surged.
3106,Divorced,GRADUATE,M,others,P2,42,1,Multiple news reports of severe supply chain disruptions and production delays affecting core operations.
3107,Married,POST-GRADUATE,M,ConsumerLoan,P1,50,0,Internal incident report notes minor compliance issues that were promptly rectified. Management is proactive.
3108,Single,GRADUATE,M,others,P2,41,0,Public statement from CEO about positive future growth and innovative product pipeline.
3109,Married,12TH,F,ConsumerLoan,P2,29,0,Customer's business is stable and has a long history of on-time payments. Diversified portfolio.
3110,Married,POST-GRADUATE,M,ConsumerLoan,P1,50,0,Internal incident report notes minor compliance issues that were promptly rectified. Management is proactive.
3111,Single,GRADUATE,F,others,P1,31,0,Company acquired a major competitor. Industry analysts are optimistic about synergies and market share.
3112,Married,POST-GRADUATE,M,others,P1,52,0,New partnership announced with a market leader. Market response is very positive and stock price has surged.
3113,Single,12TH,M,others,P2,48,1,Company facing significant legal action for environmental violations with large potential fines.
3114,Married,GRADUATE,F,others,P2,33,0,Client is a key partner in a large government contract. No red flags and consistent performance metrics.
3115,Single,GRADUATE,M,others,P2,41,0,Public statement from CEO about positive future growth and innovative product pipeline.
3116,Single,GRADUATE,M,others,P1,35,0,Positive review from a third-party analyst. No issues reported and strong quarterly earnings announced.
3117,Single,GRADUATE,F,others,P1,31,0,Company acquired a major competitor. Industry analysts are optimistic about synergies and market share.
3118,Divorced,GRADUATE,F,others,P1,25,0,"News article highlights strong Q3 earnings, exceeding expectations. Solid growth expected."
3119,Married,12TH,M,others,P1,39,0,Customer reported a recent job loss and is struggling with payments. High-risk industry forecast.
3120,Married,POST-GRADUATE,M,ConsumerLoan,P1,50,0,Internal incident report notes minor compliance issues that were promptly rectified. Management is proactive.
3121,Single,12TH,F,others,P1,28,0,Excellent market reputation. Strong financial outlook and recent stock price increase.
3122,Single,GRADUATE,M,others,P1,35,0,Positive review from a third-party analyst. No issues reported and strong quarterly earnings announced.
3123,Divorced,GRADUATE,M,others,P2,44,0,No new information. Standard business operations with consistent financial performance.
3124,Married,GRADUATE,F,others,P2,33,0,Client is a key partner in a large government contract. No red flags and consistent performance metrics.
3125,Married,POST-GRADUATE,F,others,P2,30,0,Successful product launch. Company is expanding into new international markets with significant investment.
3126,Single,12TH,F,others,P1,34,0,Internal report mentions a data breach. Potential operational risk and legal liabilities are being assessed.
3127,Single,12TH,M,others,P2,48,1,Company facing significant legal action for environmental violations with large potential fines.
3128,Divorced,GRADUATE,M,others,P2,42,1,Multiple news reports of severe supply chain disruptions and production delays affecting core operations.
3129,Married,POST-GRADUATE,F,others,P2,30,0,Successful product launch. Company is expanding into new international markets with significant investment.
3130,Single,GRADUATE,M,others,P2,41,0,Public statement from CEO about positive future growth and innovative product pipeline.
3131,Married,GRADUATE,F,others,P2,33,0,Client is a key partner in a large government contract. No red flags and consistent performance metrics.
3132,Married,12TH,M,others,P1,39,0,Customer reported a recent job loss and is struggling with payments. High-risk industry forecast.
3133,Married,12TH,F,ConsumerLoan,P2,29,0,Customer's business is stable and has a long history of on-time payments. Diversified portfolio.
3134,Single,GRADUATE,F,others,P1,31,0,Company acquired a major competitor. Industry analysts are optimistic about synergies and market share.
3135,Single,GRADUATE,M,others,P2,41,0,Public statement from CEO about positive future growth and innovative product pipeline.
3136,Divorced,GRADUATE,F,others,P1,25,0,"News article highlights strong Q3 earnings, exceeding expectations. Solid growth expected."
3137,Single,GRADUATE,M,others,P1,40,0,Customer inquiry about early loan repayment options. Good sign and a positive indicator of financial health.
3138,Single,12TH,F,others,P2,27,1,Customer's business is in a declining industry. High competition and low margins are a concern.
3139,Single,12TH,F,others,P1,34,0,Internal report mentions a data breach. Potential operational risk and legal liabilities are being assessed.
3140,Married,12TH,F,others,P2,37,0,"Minor customer complaint regarding service speed, quickly resolved. No broader systemic issues identified."
3141,Single,12TH,F,others,P2,27,1,Customer's business is in a declining industry. High competition and low margins are a concern.
3142,Married,GRADUATE,F,others,P2,33,0,Client is a key partner in a large government contract. No red flags and consistent performance metrics.
3143,Single,GRADUATE,M,others,P2,41,0,Public statement from CEO about positive future growth and innovative product pipeline.
3144,Single,GRADUATE,M,others,P1,35,0,Positive review from a third-party analyst. No issues reported and strong quarterly earnings announced.
3145,Married,12TH,F,ConsumerLoan,P2,29,0,Customer's business is stable and has a long history of on-time payments. Diversified portfolio.
3146,Married,GRADUATE,F,others,P2,33,0,Client is a key partner in a large government contract. No red flags and consistent performance metrics.
3147,Single,GRADUATE,M,others,P1,40,0,Customer inquiry about early loan repayment options. Good sign and a positive indicator of financial health.
3148,Married,POST-GRADUATE,F,others,P2,30,0,Successful product launch. Company is expanding into new international markets with significant investment.
3149,Single,GRADUATE,F,others,P1,31,0,Company acquired a major competitor. Industry analysts are optimistic about synergies and market share.
3150,Single,12TH,F,others,P1,34,0,Internal report mentions a data breach. Potential operational risk and legal liabilities are being assessed.
3151,Married,POST-GRADUATE,M,ConsumerLoan,P1,50,0,Internal incident report notes minor compliance issues that were promptly rectified. Management is proactive.
3152,Married,POST-GRADUATE,M,others,P1,52,0,New partnership announced with a market leader. Market response is very positive and stock price has surged.
3153,Divorced,GRADUATE,F,others,P1,25,0,"News article highlights strong Q3 earnings, exceeding expectations. Solid growth expected."
3154,Single,12TH,M,others,P2,48,1,Company facing significant legal action for environmental violations with large potential fines.
3155,Single,GRADUATE,M,others,P2,41,0,Public statement from CEO about positive future growth and innovative product pipeline.
3156,Single,12TH,F,others,P1,28,0,Excellent market reputation. Strong financial outlook and recent stock price increase.
3157,Single,12TH,F,others,P1,28,0,Excellent market reputation. Strong financial outlook and recent stock price increase.
3158,Married,POST-GRADUATE,F,others,P2,30,0,Successful product launch. Company is expanding into new international markets with significant investment.
3159,Married,12TH,F,ConsumerLoan,P2,29,0,Customer's business is stable and has a long history of on-time payments. Diversified portfolio.
